Detector, Descriptor, Matcher, Selector, Number of Keypoints, Size of Neighborhood, Number of Matched Keypoints, Time (ms Keypoints Detection), Time (ms Descriptor Extraction), Time (ms Total)
BRISK, FREAK, MAT_FLANN, SEL_KNN, 282, 16.5484, 116, 378.637, 3.64134, 382.278
BRISK, FREAK, MAT_FLANN, SEL_KNN, 282, 13.0737, 126, 379.453, 3.79575, 383.249
BRISK, FREAK, MAT_FLANN, SEL_KNN, 277, 11.6, 116, 376.642, 3.9157, 380.558
BRISK, FREAK, MAT_FLANN, SEL_KNN, 297, 12, 119, 380.014, 3.87833, 383.892
BRISK, FREAK, MAT_FLANN, SEL_KNN, 279, 12.1837, 105, 382.163, 3.95689, 386.12
BRISK, FREAK, MAT_FLANN, SEL_KNN, 289, 11.5455, 127, 381.093, 4.16767, 385.26
BRISK, FREAK, MAT_FLANN, SEL_KNN, 272, 13.625, 139, 375.996, 3.95503, 379.951
BRISK, FREAK, MAT_FLANN, SEL_KNN, 266, 10.5714, 131, 379.18, 3.77799, 382.958
BRISK, FREAK, MAT_FLANN, SEL_KNN, 254, 8.4, 131, 378.029, 3.5516, 381.581
BRISK, SIFT, MAT_BF, SEL_NN, 282, 16.5484, 264, 381.497, 1.49571, 382.993
BRISK, SIFT, MAT_BF, SEL_NN, 282, 13.0737, 282, 380.368, 2.20594, 382.574
BRISK, SIFT, MAT_BF, SEL_NN, 277, 11.6, 282, 376.154, 2.08061, 378.234
BRISK, SIFT, MAT_BF, SEL_NN, 297, 12, 277, 378.321, 1.92796, 380.249
BRISK, SIFT, MAT_BF, SEL_NN, 279, 12.1837, 297, 378.275, 2.12593, 380.401
BRISK, SIFT, MAT_BF, SEL_NN, 289, 11.5455, 279, 379.958, 2.09597, 382.054
BRISK, SIFT, MAT_BF, SEL_NN, 272, 13.625, 289, 378.397, 2.23531, 380.632
BRISK, SIFT, MAT_BF, SEL_NN, 266, 10.5714, 272, 383.343, 1.59315, 384.936
BRISK, SIFT, MAT_BF, SEL_NN, 254, 8.4, 266, 374.536, 2.08577, 376.622
BRISK, SIFT, MAT_BF, SEL_KNN, 282, 16.5484, 182, 382.324, 1.92085, 384.244
BRISK, SIFT, MAT_BF, SEL_KNN, 282, 13.0737, 193, 381.194, 1.77273, 382.967
BRISK, SIFT, MAT_BF, SEL_KNN, 277, 11.6, 169, 380.41, 2.50031, 382.91
BRISK, SIFT, MAT_BF, SEL_KNN, 297, 12, 183, 381.468, 2.25605, 383.724
BRISK, SIFT, MAT_BF, SEL_KNN, 279, 12.1837, 171, 379.908, 2.58806, 382.496
BRISK, SIFT, MAT_BF, SEL_KNN, 289, 11.5455, 195, 379.131, 2.44309, 381.574
BRISK, SIFT, MAT_BF, SEL_KNN, 272, 13.625, 194, 380.669, 2.30811, 382.977
BRISK, SIFT, MAT_BF, SEL_KNN, 266, 10.5714, 176, 369.967, 2.10357, 372.07
BRISK, SIFT, MAT_BF, SEL_KNN, 254, 8.4, 183, 381.023, 1.51587, 382.539
BRISK, SIFT, MAT_FLANN, SEL_NN, 282, 16.5484, 264, 382.945, 4.89636, 387.841
BRISK, SIFT, MAT_FLANN, SEL_NN, 282, 13.0737, 282, 385.206, 5.15119, 390.357
BRISK, SIFT, MAT_FLANN, SEL_NN, 277, 11.6, 282, 380.665, 6.37817, 387.043
BRISK, SIFT, MAT_FLANN, SEL_NN, 297, 12, 277, 382.735, 5.61392, 388.349
BRISK, SIFT, MAT_FLANN, SEL_NN, 279, 12.1837, 297, 376.213, 5.64526, 381.859
BRISK, SIFT, MAT_FLANN, SEL_NN, 289, 11.5455, 279, 382.295, 6.50134, 388.796
BRISK, SIFT, MAT_FLANN, SEL_NN, 272, 13.625, 289, 380.728, 6.77642, 387.505
BRISK, SIFT, MAT_FLANN, SEL_NN, 266, 10.5714, 272, 383.971, 5.2372, 389.208
BRISK, SIFT, MAT_FLANN, SEL_NN, 254, 8.4, 266, 380.286, 5.06791, 385.353
BRISK, SIFT, MAT_FLANN, SEL_KNN, 282, 16.5484, 183, 381.185, 6.10227, 387.288
BRISK, SIFT, MAT_FLANN, SEL_KNN, 282, 13.0737, 194, 385.089, 5.87967, 390.969
BRISK, SIFT, MAT_FLANN, SEL_KNN, 277, 11.6, 171, 374.15, 7.03725, 381.187
BRISK, SIFT, MAT_FLANN, SEL_KNN, 297, 12, 186, 375.48, 5.63959, 381.119
BRISK, SIFT, MAT_FLANN, SEL_KNN, 279, 12.1837, 171, 372.828, 7.84874, 380.676
BRISK, SIFT, MAT_FLANN, SEL_KNN, 289, 11.5455, 198, 372.455, 5.9231, 378.378
BRISK, SIFT, MAT_FLANN, SEL_KNN, 272, 13.625, 195, 376.034, 5.54401, 381.578
BRISK, SIFT, MAT_FLANN, SEL_KNN, 266, 10.5714, 178, 376.211, 7.06518, 383.276
BRISK, SIFT, MAT_FLANN, SEL_KNN, 254, 8.4, 184, 378.49, 5.33154, 383.822
ORB, BRISK, MAT_BF, SEL_NN, 102, 31, 83, 8.56299, 0.222749, 8.78574
ORB, BRISK, MAT_BF, SEL_NN, 106, 31, 93, 7.86799, 0.283462, 8.15145
ORB, BRISK, MAT_BF, SEL_NN, 113, 31, 95, 7.65786, 0.28958, 7.94744
ORB, BRISK, MAT_BF, SEL_NN, 109, 31, 103, 7.62536, 0.285255, 7.91062
ORB, BRISK, MAT_BF, SEL_NN, 125, 31, 101, 7.91884, 0.282521, 8.20136
ORB, BRISK, MAT_BF, SEL_NN, 130, 31, 116, 7.49415, 0.328956, 7.8231
ORB, BRISK, MAT_BF, SEL_NN, 129, 31, 120, 7.51749, 0.321507, 7.839
ORB, BRISK, MAT_BF, SEL_NN, 127, 31, 120, 8.18927, 0.33215, 8.52142
ORB, BRISK, MAT_BF, SEL_NN, 128, 31, 119, 8.38328, 0.298319, 8.6816
ORB, BRISK, MAT_BF, SEL_KNN, 102, 31, 73, 8.19026, 0.299953, 8.49022
ORB, BRISK, MAT_BF, SEL_KNN, 106, 31, 74, 8.05251, 0.347917, 8.40042
ORB, BRISK, MAT_BF, SEL_KNN, 113, 31, 79, 7.77662, 0.33487, 8.11149
ORB, BRISK, MAT_BF, SEL_KNN, 109, 31, 85, 8.94193, 0.305253, 9.24719
ORB, BRISK, MAT_BF, SEL_KNN, 125, 31, 79, 8.10145, 0.357144, 8.45859
ORB, BRISK, MAT_BF, SEL_KNN, 130, 31, 92, 7.57173, 0.443113, 8.01484
ORB, BRISK, MAT_BF, SEL_KNN, 129, 31, 90, 8.14772, 0.378669, 8.52638
ORB, BRISK, MAT_BF, SEL_KNN, 127, 31, 88, 7.86744, 0.390901, 8.25834
ORB, BRISK, MAT_BF, SEL_KNN, 128, 31, 91, 8.70858, 0.44708, 9.15566
ORB, BRISK, MAT_FLANN, SEL_NN, 102, 31, 83, 7.83539, 1.21142, 9.04681
ORB, BRISK, MAT_FLANN, SEL_NN, 106, 31, 93, 7.56836, 1.36518, 8.93354
ORB, BRISK, MAT_FLANN, SEL_NN, 113, 31, 95, 7.7474, 1.343, 9.0904
ORB, BRISK, MAT_FLANN, SEL_NN, 109, 31, 103, 8.15262, 1.37255, 9.52517
ORB, BRISK, MAT_FLANN, SEL_NN, 125, 31, 101, 7.92541, 1.40826, 9.33367
ORB, BRISK, MAT_FLANN, SEL_NN, 130, 31, 116, 7.5517, 1.58172, 9.13342
ORB, BRISK, MAT_FLANN, SEL_NN, 129, 31, 120, 7.84951, 1.7001, 9.54962
ORB, BRISK, MAT_FLANN, SEL_NN, 127, 31, 120, 8.07281, 1.57256, 9.64537
ORB, BRISK, MAT_FLANN, SEL_NN, 128, 31, 119, 7.87868, 1.69847, 9.57715
ORB, BRISK, MAT_FLANN, SEL_KNN, 102, 31, 60, 8.45033, 1.28354, 9.73387
ORB, BRISK, MAT_FLANN, SEL_KNN, 106, 31, 65, 7.70318, 1.38561, 9.08879
ORB, BRISK, MAT_FLANN, SEL_KNN, 113, 31, 65, 7.78352, 1.53165, 9.31517
ORB, BRISK, MAT_FLANN, SEL_KNN, 109, 31, 76, 7.5259, 1.791, 9.3169
ORB, BRISK, MAT_FLANN, SEL_KNN, 125, 31, 73, 7.65414, 1.53972, 9.19387
ORB, BRISK, MAT_FLANN, SEL_KNN, 130, 31, 82, 7.49019, 1.62176, 9.11194
ORB, BRISK, MAT_FLANN, SEL_KNN, 129, 31, 83, 7.84828, 1.83345, 9.68173
ORB, BRISK, MAT_FLANN, SEL_KNN, 127, 31, 73, 7.65024, 1.97307, 9.62331
ORB, BRISK, MAT_FLANN, SEL_KNN, 128, 31, 72, 8.23297, 1.79634, 10.0293
ORB, BRIEF, MAT_BF, SEL_NN, 102, 31, 92, 10.6427, 0.242555, 10.8853
ORB, BRIEF, MAT_BF, SEL_NN, 106, 31, 102, 8.22286, 0.250644, 8.47351
ORB, BRIEF, MAT_BF, SEL_NN, 113, 31, 106, 7.38494, 0.247578, 7.63252
ORB, BRIEF, MAT_BF, SEL_NN, 109, 31, 113, 8.97028, 0.316349, 9.28663
ORB, BRIEF, MAT_BF, SEL_NN, 125, 31, 109, 7.81556, 0.316907, 8.13247
ORB, BRIEF, MAT_BF, SEL_NN, 130, 31, 125, 7.91804, 0.290787, 8.20883
ORB, BRIEF, MAT_BF, SEL_NN, 129, 31, 130, 7.33227, 0.295723, 7.62799
ORB, BRIEF, MAT_BF, SEL_NN, 127, 31, 129, 7.73049, 0.340803, 8.07129
ORB, BRIEF, MAT_BF, SEL_NN, 128, 31, 127, 7.41892, 0.274041, 7.69296
ORB, BRIEF, MAT_BF, SEL_KNN, 102, 31, 49, 7.40338, 0.296996, 7.70037
ORB, BRIEF, MAT_BF, SEL_KNN, 106, 31, 43, 7.5496, 0.318997, 7.8686
ORB, BRIEF, MAT_BF, SEL_KNN, 113, 31, 45, 7.32904, 0.317328, 7.64636
ORB, BRIEF, MAT_BF, SEL_KNN, 109, 31, 59, 7.62397, 0.350989, 7.97496
ORB, BRIEF, MAT_BF, SEL_KNN, 125, 31, 53, 9.19078, 0.399774, 9.59055
ORB, BRIEF, MAT_BF, SEL_KNN, 130, 31, 78, 7.58973, 0.44444, 8.03417
ORB, BRIEF, MAT_BF, SEL_KNN, 129, 31, 68, 9.29798, 0.364444, 9.66243
ORB, BRIEF, MAT_BF, SEL_KNN, 127, 31, 84, 7.95329, 0.333843, 8.28713
ORB, BRIEF, MAT_BF, SEL_KNN, 128, 31, 66, 8.78044, 0.499773, 9.28021
ORB, BRIEF, MAT_FLANN, SEL_NN, 102, 31, 92, 7.70227, 1.23969, 8.94196
ORB, BRIEF, MAT_FLANN, SEL_NN, 106, 31, 102, 8.12411, 1.24223, 9.36634
ORB, BRIEF, MAT_FLANN, SEL_NN, 113, 31, 106, 7.61568, 1.17323, 8.78892
ORB, BRIEF, MAT_FLANN, SEL_NN, 109, 31, 113, 7.82376, 1.44365, 9.26741
ORB, BRIEF, MAT_FLANN, SEL_NN, 125, 31, 109, 7.42084, 1.366, 8.78684
ORB, BRIEF, MAT_FLANN, SEL_NN, 130, 31, 125, 7.72973, 1.30548, 9.03521
ORB, BRIEF, MAT_FLANN, SEL_NN, 129, 31, 130, 8.00876, 1.39314, 9.40191
ORB, BRIEF, MAT_FLANN, SEL_NN, 127, 31, 129, 8.03699, 1.40464, 9.44164
ORB, BRIEF, MAT_FLANN, SEL_NN, 128, 31, 127, 7.91349, 1.52144, 9.43493
ORB, BRIEF, MAT_FLANN, SEL_KNN, 102, 31, 38, 7.94321, 1.31822, 9.26143
ORB, BRIEF, MAT_FLANN, SEL_KNN, 106, 31, 39, 7.49724, 1.40949, 8.90673
ORB, BRIEF, MAT_FLANN, SEL_KNN, 113, 31, 37, 7.95695, 1.33204, 9.28898
ORB, BRIEF, MAT_FLANN, SEL_KNN, 109, 31, 54, 7.76984, 1.6816, 9.45143
ORB, BRIEF, MAT_FLANN, SEL_KNN, 125, 31, 42, 7.45536, 1.50568, 8.96104
ORB, BRIEF, MAT_FLANN, SEL_KNN, 130, 31, 64, 7.85552, 1.63804, 9.49356
ORB, BRIEF, MAT_FLANN, SEL_KNN, 129, 31, 58, 7.55065, 1.62643, 9.17708
ORB, BRIEF, MAT_FLANN, SEL_KNN, 127, 31, 62, 7.81499, 1.66803, 9.48303
ORB, BRIEF, MAT_FLANN, SEL_KNN, 128, 31, 59, 7.60816, 1.69243, 9.30059
ORB, ORB, MAT_BF, SEL_NN, 102, 31, 92, 7.77001, 0.239806, 8.00981
ORB, ORB, MAT_BF, SEL_NN, 106, 31, 102, 8.17319, 0.284683, 8.45787
ORB, ORB, MAT_BF, SEL_NN, 113, 31, 106, 7.65001, 0.279001, 7.92901
ORB, ORB, MAT_BF, SEL_NN, 109, 31, 113, 7.59731, 0.270556, 7.86787
ORB, ORB, MAT_BF, SEL_NN, 125, 31, 109, 7.43951, 0.265929, 7.70544
ORB, ORB, MAT_BF, SEL_NN, 130, 31, 125, 7.44876, 0.306502, 7.75526
ORB, ORB, MAT_BF, SEL_NN, 129, 31, 130, 7.86407, 0.295118, 8.15919
ORB, ORB, MAT_BF, SEL_NN, 127, 31, 129, 8.43037, 0.408239, 8.83861
ORB, ORB, MAT_BF, SEL_NN, 128, 31, 127, 7.78612, 0.291119, 8.07724
ORB, ORB, MAT_BF, SEL_KNN, 102, 31, 67, 8.6616, 0.321721, 8.98332
ORB, ORB, MAT_BF, SEL_KNN, 106, 31, 70, 8.2577, 0.347652, 8.60535
ORB, ORB, MAT_BF, SEL_KNN, 113, 31, 72, 7.65671, 0.32954, 7.98625
ORB, ORB, MAT_BF, SEL_KNN, 109, 31, 84, 7.88867, 0.373848, 8.26252
ORB, ORB, MAT_BF, SEL_KNN, 125, 31, 91, 7.54552, 0.415278, 7.9608
ORB, ORB, MAT_BF, SEL_KNN, 130, 31, 101, 7.63881, 0.392182, 8.03099
ORB, ORB, MAT_BF, SEL_KNN, 129, 31, 92, 7.92133, 0.442875, 8.3642
ORB, ORB, MAT_BF, SEL_KNN, 127, 31, 93, 8.23097, 0.443212, 8.67418
ORB, ORB, MAT_BF, SEL_KNN, 128, 31, 93, 7.765, 0.438117, 8.20312
ORB, ORB, MAT_FLANN, SEL_NN, 102, 31, 92, 7.44931, 1.21396, 8.66327
ORB, ORB, MAT_FLANN, SEL_NN, 106, 31, 102, 7.15393, 1.26612, 8.42005
ORB, ORB, MAT_FLANN, SEL_NN, 113, 31, 106, 8.0233, 1.309, 9.3323
ORB, ORB, MAT_FLANN, SEL_NN, 109, 31, 113, 7.6872, 1.27624, 8.96343
ORB, ORB, MAT_FLANN, SEL_NN, 125, 31, 109, 7.33715, 1.39797, 8.73512
ORB, ORB, MAT_FLANN, SEL_NN, 130, 31, 125, 7.82989, 1.64619, 9.47607
ORB, ORB, MAT_FLANN, SEL_NN, 129, 31, 130, 8.01646, 1.5544, 9.57086
ORB, ORB, MAT_FLANN, SEL_NN, 127, 31, 129, 7.7309, 1.86094, 9.59184
ORB, ORB, MAT_FLANN, SEL_NN, 128, 31, 127, 8.04955, 1.46773, 9.51728
ORB, ORB, MAT_FLANN, SEL_KNN, 102, 31, 42, 9.86504, 1.42066, 11.2857
ORB, ORB, MAT_FLANN, SEL_KNN, 106, 31, 56, 8.81341, 1.33692, 10.1503
ORB, ORB, MAT_FLANN, SEL_KNN, 113, 31, 49, 7.64239, 1.77637, 9.41876
ORB, ORB, MAT_FLANN, SEL_KNN, 109, 31, 56, 7.9934, 1.41242, 9.40583
ORB, ORB, MAT_FLANN, SEL_KNN, 125, 31, 57, 7.6305, 1.49143, 9.12192
ORB, ORB, MAT_FLANN, SEL_KNN, 130, 31, 70, 9.76563, 2.37778, 12.1434
ORB, ORB, MAT_FLANN, SEL_KNN, 129, 31, 71, 8.15648, 1.93815, 10.0946
ORB, ORB, MAT_FLANN, SEL_KNN, 127, 31, 66, 7.46525, 1.83508, 9.30033
ORB, ORB, MAT_FLANN, SEL_KNN, 128, 31, 72, 9.66603, 1.78997, 11.456
ORB, FREAK, MAT_BF, SEL_NN, 102, 31, 46, 7.96777, 0.18072, 8.14849
ORB, FREAK, MAT_BF, SEL_NN, 106, 31, 53, 7.4457, 0.14098, 7.58668
ORB, FREAK, MAT_BF, SEL_NN, 113, 31, 56, 7.94975, 0.148447, 8.0982
ORB, FREAK, MAT_BF, SEL_NN, 109, 31, 65, 7.50723, 0.184999, 7.69223
ORB, FREAK, MAT_BF, SEL_NN, 125, 31, 55, 7.73828, 0.148534, 7.88681
ORB, FREAK, MAT_BF, SEL_NN, 130, 31, 64, 7.13245, 0.186993, 7.31944
ORB, FREAK, MAT_BF, SEL_NN, 129, 31, 66, 7.38924, 0.185899, 7.57514
ORB, FREAK, MAT_BF, SEL_NN, 127, 31, 71, 8.3179, 0.183328, 8.50123
ORB, FREAK, MAT_BF, SEL_NN, 128, 31, 73, 7.91074, 0.177446, 8.08818
ORB, FREAK, MAT_BF, SEL_KNN, 102, 31, 42, 7.80928, 0.23876, 8.04804
ORB, FREAK, MAT_BF, SEL_KNN, 106, 31, 36, 7.69752, 0.235466, 7.93299
ORB, FREAK, MAT_BF, SEL_KNN, 113, 31, 44, 7.79312, 0.255569, 8.04869
ORB, FREAK, MAT_BF, SEL_KNN, 109, 31, 47, 8.02255, 0.243594, 8.26614
ORB, FREAK, MAT_BF, SEL_KNN, 125, 31, 44, 7.41993, 0.212614, 7.63254
ORB, FREAK, MAT_BF, SEL_KNN, 130, 31, 51, 8.27176, 0.226298, 8.49806
ORB, FREAK, MAT_BF, SEL_KNN, 129, 31, 52, 7.97887, 0.269394, 8.24826
ORB, FREAK, MAT_BF, SEL_KNN, 127, 31, 48, 7.7559, 0.254299, 8.0102
ORB, FREAK, MAT_BF, SEL_KNN, 128, 31, 56, 8.30106, 0.273714, 8.57478
ORB, FREAK, MAT_FLANN, SEL_NN, 102, 31, 46, 8.13962, 0.695743, 8.83536
ORB, FREAK, MAT_FLANN, SEL_NN, 106, 31, 53, 7.87982, 0.828152, 8.70797
ORB, FREAK, MAT_FLANN, SEL_NN, 113, 31, 56, 7.18148, 0.815321, 7.9968
ORB, FREAK, MAT_FLANN, SEL_NN, 109, 31, 65, 7.62669, 0.905556, 8.53224
ORB, FREAK, MAT_FLANN, SEL_NN, 125, 31, 55, 7.64497, 0.782636, 8.4276
ORB, FREAK, MAT_FLANN, SEL_NN, 130, 31, 64, 8.37682, 1.12394, 9.50076
ORB, FREAK, MAT_FLANN, SEL_NN, 129, 31, 66, 10.3251, 0.932237, 11.2574
ORB, FREAK, MAT_FLANN, SEL_NN, 127, 31, 71, 7.80967, 1.05275, 8.86241
ORB, FREAK, MAT_FLANN, SEL_NN, 128, 31, 73, 7.82989, 1.14753, 8.97742
ORB, FREAK, MAT_FLANN, SEL_KNN, 102, 31, 39, 10.1992, 0.715851, 10.9151
ORB, FREAK, MAT_FLANN, SEL_KNN, 106, 31, 34, 10.3045, 0.855039, 11.1595
ORB, FREAK, MAT_FLANN, SEL_KNN, 113, 31, 37, 10.6943, 0.870276, 11.5646
ORB, FREAK, MAT_FLANN, SEL_KNN, 109, 31, 40, 10.5878, 0.970903, 11.5587
ORB, FREAK, MAT_FLANN, SEL_KNN, 125, 31, 33, 10.0522, 1.05343, 11.1057
ORB, FREAK, MAT_FLANN, SEL_KNN, 130, 31, 40, 8.08552, 1.12243, 9.20794
ORB, FREAK, MAT_FLANN, SEL_KNN, 129, 31, 41, 11.0737, 1.15018, 12.2239
ORB, FREAK, MAT_FLANN, SEL_KNN, 127, 31, 39, 11.7312, 1.0567, 12.7879
ORB, FREAK, MAT_FLANN, SEL_KNN, 128, 31, 44, 9.83267, 1.0961, 10.9288
ORB, SIFT, MAT_BF, SEL_NN, 102, 31, 92, 7.6948, 0.327162, 8.02196
ORB, SIFT, MAT_BF, SEL_NN, 106, 31, 102, 8.33957, 0.338887, 8.67846
ORB, SIFT, MAT_BF, SEL_NN, 113, 31, 106, 9.90098, 0.335674, 10.2367
ORB, SIFT, MAT_BF, SEL_NN, 109, 31, 113, 10.2202, 0.339895, 10.5601
ORB, SIFT, MAT_BF, SEL_NN, 125, 31, 109, 7.97592, 0.422819, 8.39874
ORB, SIFT, MAT_BF, SEL_NN, 130, 31, 125, 7.53977, 0.406105, 7.94588
ORB, SIFT, MAT_BF, SEL_NN, 129, 31, 130, 7.7879, 0.444874, 8.23277
ORB, SIFT, MAT_BF, SEL_NN, 127, 31, 129, 7.44725, 0.501995, 7.94924
ORB, SIFT, MAT_BF, SEL_NN, 128, 31, 127, 7.85305, 0.403949, 8.257
ORB, SIFT, MAT_BF, SEL_KNN, 102, 31, 67, 7.5602, 0.374595, 7.9348
ORB, SIFT, MAT_BF, SEL_KNN, 106, 31, 79, 7.58383, 0.401521, 7.98535
ORB, SIFT, MAT_BF, SEL_KNN, 113, 31, 78, 7.56404, 0.418952, 7.98299
ORB, SIFT, MAT_BF, SEL_KNN, 109, 31, 79, 7.64726, 0.416254, 8.06352
ORB, SIFT, MAT_BF, SEL_KNN, 125, 31, 82, 8.1449, 0.785042, 8.92994
ORB, SIFT, MAT_BF, SEL_KNN, 130, 31, 95, 10.2989, 0.57963, 10.8785
ORB, SIFT, MAT_BF, SEL_KNN, 129, 31, 95, 10.7498, 0.607439, 11.3573
ORB, SIFT, MAT_BF, SEL_KNN, 127, 31, 94, 8.49457, 0.560571, 9.05514
ORB, SIFT, MAT_BF, SEL_KNN, 128, 31, 94, 8.58163, 0.485602, 9.06724
ORB, SIFT, MAT_FLANN, SEL_NN, 102, 31, 92, 8.09879, 1.96111, 10.0599
ORB, SIFT, MAT_FLANN, SEL_NN, 106, 31, 102, 8.45636, 1.55472, 10.0111
ORB, SIFT, MAT_FLANN, SEL_NN, 113, 31, 106, 7.51093, 1.76648, 9.27742
ORB, SIFT, MAT_FLANN, SEL_NN, 109, 31, 113, 11.0333, 1.72527, 12.7586
ORB, SIFT, MAT_FLANN, SEL_NN, 125, 31, 109, 11.5266, 2.57566, 14.1023
ORB, SIFT, MAT_FLANN, SEL_NN, 130, 31, 125, 10.6833, 1.93344, 12.6167
ORB, SIFT, MAT_FLANN, SEL_NN, 129, 31, 130, 11.1198, 2.15334, 13.2731
ORB, SIFT, MAT_FLANN, SEL_NN, 127, 31, 129, 10.0097, 2.05442, 12.0641
ORB, SIFT, MAT_FLANN, SEL_NN, 128, 31, 127, 8.75387, 1.98999, 10.7439
ORB, SIFT, MAT_FLANN, SEL_KNN, 102, 31, 67, 7.66111, 2.09807, 9.75918
ORB, SIFT, MAT_FLANN, SEL_KNN, 106, 31, 79, 7.9114, 1.76213, 9.67353
ORB, SIFT, MAT_FLANN, SEL_KNN, 113, 31, 78, 10.2994, 1.96604, 12.2655
ORB, SIFT, MAT_FLANN, SEL_KNN, 109, 31, 79, 11.0238, 2.14475, 13.1685
ORB, SIFT, MAT_FLANN, SEL_KNN, 125, 31, 82, 10.9949, 2.08834, 13.0832
ORB, SIFT, MAT_FLANN, SEL_KNN, 130, 31, 95, 11.1343, 2.30554, 13.4398
ORB, SIFT, MAT_FLANN, SEL_KNN, 129, 31, 95, 7.95335, 2.37153, 10.3249
ORB, SIFT, MAT_FLANN, SEL_KNN, 127, 31, 96, 11.0986, 2.44638, 13.545
ORB, SIFT, MAT_FLANN, SEL_KNN, 128, 31, 94, 8.20581, 2.36991, 10.5757
AKAZE, BRISK, MAT_BF, SEL_NN, 157, 4.8, 166, 72.0602, 0.434494, 72.4947
AKAZE, BRISK, MAT_BF, SEL_NN, 161, 4.8, 157, 75.6872, 0.424863, 76.112
AKAZE, BRISK, MAT_BF, SEL_NN, 155, 4.8, 161, 73.2945, 0.483107, 73.7776
AKAZE, BRISK, MAT_BF, SEL_NN, 163, 4.8, 155, 77.4907, 0.415581, 77.9063
AKAZE, BRISK, MAT_BF, SEL_NN, 164, 4.8, 163, 80.6016, 0.468528, 81.0701
AKAZE, BRISK, MAT_BF, SEL_NN, 173, 4.8, 164, 77.16, 0.553636, 77.7137
AKAZE, BRISK, MAT_BF, SEL_NN, 175, 4.8, 173, 77.7052, 0.507348, 78.2125
AKAZE, BRISK, MAT_BF, SEL_NN, 177, 4.8, 175, 78.1272, 0.587315, 78.7145
AKAZE, BRISK, MAT_BF, SEL_NN, 179, 4.8, 177, 86.1588, 0.497293, 86.6561
AKAZE, BRISK, MAT_BF, SEL_KNN, 157, 4.8, 137, 70.0248, 0.54324, 70.5681
AKAZE, BRISK, MAT_BF, SEL_KNN, 161, 4.8, 125, 75.2494, 0.516727, 75.7662
AKAZE, BRISK, MAT_BF, SEL_KNN, 155, 4.8, 129, 81.0042, 0.559174, 81.5633
AKAZE, BRISK, MAT_BF, SEL_KNN, 163, 4.8, 129, 81.8218, 0.51667, 82.3385
AKAZE, BRISK, MAT_BF, SEL_KNN, 164, 4.8, 131, 68.0853, 0.625698, 68.711
AKAZE, BRISK, MAT_BF, SEL_KNN, 173, 4.8, 132, 73.3745, 0.578671, 73.9532
AKAZE, BRISK, MAT_BF, SEL_KNN, 175, 4.8, 142, 76.9529, 0.647901, 77.6008
AKAZE, BRISK, MAT_BF, SEL_KNN, 177, 4.8, 146, 77.6232, 0.609351, 78.2325
AKAZE, BRISK, MAT_BF, SEL_KNN, 179, 4.8, 144, 87.1513, 0.691422, 87.8427
AKAZE, BRISK, MAT_FLANN, SEL_NN, 157, 4.8, 166, 72.9687, 2.22539, 75.1941
AKAZE, BRISK, MAT_FLANN, SEL_NN, 161, 4.8, 157, 78.6479, 2.29885, 80.9468
AKAZE, BRISK, MAT_FLANN, SEL_NN, 155, 4.8, 161, 85.861, 2.31864, 88.1796
AKAZE, BRISK, MAT_FLANN, SEL_NN, 163, 4.8, 155, 82.1774, 2.42389, 84.6013
AKAZE, BRISK, MAT_FLANN, SEL_NN, 164, 4.8, 163, 87.7017, 2.39442, 90.0961
AKAZE, BRISK, MAT_FLANN, SEL_NN, 173, 4.8, 164, 75.5581, 2.37637, 77.9345
AKAZE, BRISK, MAT_FLANN, SEL_NN, 175, 4.8, 173, 80.1152, 2.43737, 82.5526
AKAZE, BRISK, MAT_FLANN, SEL_NN, 177, 4.8, 175, 80.391, 2.32279, 82.7138
AKAZE, BRISK, MAT_FLANN, SEL_NN, 179, 4.8, 177, 69.6888, 2.3129, 72.0017
AKAZE, BRISK, MAT_FLANN, SEL_KNN, 157, 4.8, 126, 87.127, 2.4246, 89.5516
AKAZE, BRISK, MAT_FLANN, SEL_KNN, 161, 4.8, 114, 80.246, 2.78284, 83.0288
AKAZE, BRISK, MAT_FLANN, SEL_KNN, 155, 4.8, 123, 72.9309, 2.52624, 75.4572
AKAZE, BRISK, MAT_FLANN, SEL_KNN, 163, 4.8, 117, 82.6315, 2.42123, 85.0528
AKAZE, BRISK, MAT_FLANN, SEL_KNN, 164, 4.8, 115, 79.4978, 2.62353, 82.1214
AKAZE, BRISK, MAT_FLANN, SEL_KNN, 173, 4.8, 119, 74.5057, 2.56655, 77.0722
AKAZE, BRISK, MAT_FLANN, SEL_KNN, 175, 4.8, 134, 86.2102, 2.41069, 88.6209
AKAZE, BRISK, MAT_FLANN, SEL_KNN, 177, 4.8, 140, 79.1732, 2.68483, 81.858
AKAZE, BRISK, MAT_FLANN, SEL_KNN, 179, 4.8, 127, 82.641, 3.10474, 85.7457
AKAZE, BRIEF, MAT_BF, SEL_NN, 157, 4.8, 166, 78.6423, 0.49561, 79.1379
AKAZE, BRIEF, MAT_BF, SEL_NN, 161, 4.8, 157, 77.0943, 0.389407, 77.4837
AKAZE, BRIEF, MAT_BF, SEL_NN, 155, 4.8, 161, 80.4708, 0.442237, 80.913
AKAZE, BRIEF, MAT_BF, SEL_NN, 163, 4.8, 155, 74.3877, 0.461292, 74.849
