Detector, Descriptor, Matcher, Selector, Number of Keypoints, Size of Neighborhood, Number of Matched Keypoints, Time (ms Keypoints Detection), Time (ms Descriptor Extraction), Time (ms Total)
SIFT, FREAK, MAT_BF, SEL_NN, 140, 2.02517, 133, 142.066, 0.41315, 142.48
SIFT, FREAK, MAT_BF, SEL_NN, 137, 3.03291, 139, 131.991, 0.354983, 132.346
SIFT, FREAK, MAT_BF, SEL_NN, 148, 1.86609, 135, 135.484, 0.431345, 135.916
SIFT, FREAK, MAT_BF, SEL_NN, 159, 2.09694, 147, 133.063, 0.382991, 133.446
SIFT, FREAK, MAT_BF, SEL_NN, 137, 2.08917, 158, 137.346, 0.396184, 137.742
SIFT, FREAK, MAT_BF, SEL_KNN, 132, 4.96951, 65, 138.925, 0.457879, 139.383
SIFT, FREAK, MAT_BF, SEL_KNN, 124, 5.10359, 72, 133.577, 0.411873, 133.988
SIFT, FREAK, MAT_BF, SEL_KNN, 137, 2.99994, 64, 138.547, 0.400782, 138.947
SIFT, FREAK, MAT_BF, SEL_KNN, 134, 3.31252, 66, 131.786, 0.513135, 132.299
SIFT, FREAK, MAT_BF, SEL_KNN, 140, 2.02517, 59, 133.828, 0.449284, 134.277
SIFT, FREAK, MAT_BF, SEL_KNN, 137, 3.03291, 59, 136.316, 0.460032, 136.776
SIFT, FREAK, MAT_BF, SEL_KNN, 148, 1.86609, 64, 129.533, 0.437284, 129.97
SIFT, FREAK, MAT_BF, SEL_KNN, 159, 2.09694, 65, 131.619, 0.485709, 132.104
SIFT, FREAK, MAT_BF, SEL_KNN, 137, 2.08917, 79, 134.596, 0.49346, 135.089
SIFT, FREAK, MAT_FLANN, SEL_NN, 132, 4.96951, 137, 140.971, 1.79679, 142.768
SIFT, FREAK, MAT_FLANN, SEL_NN, 124, 5.10359, 131, 127.961, 1.75065, 129.712
SIFT, FREAK, MAT_FLANN, SEL_NN, 137, 2.99994, 123, 137.345, 1.74215, 139.087
SIFT, FREAK, MAT_FLANN, SEL_NN, 134, 3.31252, 136, 133.746, 1.75361, 135.5
SIFT, FREAK, MAT_FLANN, SEL_NN, 140, 2.02517, 133, 143.204, 1.76553, 144.969
SIFT, FREAK, MAT_FLANN, SEL_NN, 137, 3.03291, 139, 129.828, 1.81424, 131.643
SIFT, FREAK, MAT_FLANN, SEL_NN, 148, 1.86609, 135, 134.372, 1.72992, 136.102
SIFT, FREAK, MAT_FLANN, SEL_NN, 159, 2.09694, 147, 135.88, 2.36178, 138.241
SIFT, FREAK, MAT_FLANN, SEL_NN, 137, 2.08917, 158, 131.728, 2.04911, 133.777
SIFT, FREAK, MAT_FLANN, SEL_KNN, 132, 4.96951, 59, 134.748, 1.96686, 136.714
SIFT, FREAK, MAT_FLANN, SEL_KNN, 124, 5.10359, 63, 135.479, 1.90662, 137.386
SIFT, FREAK, MAT_FLANN, SEL_KNN, 137, 2.99994, 54, 134.276, 1.85819, 136.134
SIFT, FREAK, MAT_FLANN, SEL_KNN, 134, 3.31252, 63, 133.222, 1.9811, 135.203
SIFT, FREAK, MAT_FLANN, SEL_KNN, 140, 2.02517, 52, 131.127, 2.06191, 133.189
SIFT, FREAK, MAT_FLANN, SEL_KNN, 137, 3.03291, 49, 137.23, 2.07094, 139.301
SIFT, FREAK, MAT_FLANN, SEL_KNN, 148, 1.86609, 48, 138.908, 2.00714, 140.916
SIFT, FREAK, MAT_FLANN, SEL_KNN, 159, 2.09694, 53, 126.322, 2.12016, 128.442
SIFT, FREAK, MAT_FLANN, SEL_KNN, 137, 2.08917, 68, 130.585, 2.06105, 132.646
SIFT, SIFT, MAT_BF, SEL_NN, 132, 4.96951, 138, 95.4531, 0.46176, 95.9149
SIFT, SIFT, MAT_BF, SEL_NN, 124, 5.10359, 132, 105.916, 0.491377, 106.407
SIFT, SIFT, MAT_BF, SEL_NN, 137, 2.99994, 124, 100.114, 0.441669, 100.556
SIFT, SIFT, MAT_BF, SEL_NN, 134, 3.31252, 137, 98.3266, 0.496726, 98.8234
SIFT, SIFT, MAT_BF, SEL_NN, 140, 2.02517, 134, 95.8057, 0.444817, 96.2505
SIFT, SIFT, MAT_BF, SEL_NN, 137, 3.03291, 140, 93.7246, 0.466376, 94.191
SIFT, SIFT, MAT_BF, SEL_NN, 148, 1.86609, 137, 100.206, 0.474186, 100.68
SIFT, SIFT, MAT_BF, SEL_NN, 159, 2.09694, 148, 108.058, 0.606922, 108.665
SIFT, SIFT, MAT_BF, SEL_NN, 137, 2.08917, 159, 100.502, 0.767689, 101.27
SIFT, SIFT, MAT_BF, SEL_KNN, 132, 4.96951, 82, 102.127, 0.558399, 102.685
SIFT, SIFT, MAT_BF, SEL_KNN, 124, 5.10359, 81, 137.83, 0.548102, 138.378
SIFT, SIFT, MAT_BF, SEL_KNN, 137, 2.99994, 85, 95.0815, 0.530705, 95.6122
SIFT, SIFT, MAT_BF, SEL_KNN, 134, 3.31252, 93, 96.5679, 0.548899, 97.1168
SIFT, SIFT, MAT_BF, SEL_KNN, 140, 2.02517, 90, 102.568, 0.563095, 103.131
SIFT, SIFT, MAT_BF, SEL_KNN, 137, 3.03291, 81, 134.806, 0.558152, 135.364
SIFT, SIFT, MAT_BF, SEL_KNN, 148, 1.86609, 82, 131.552, 0.619061, 132.171
SIFT, SIFT, MAT_BF, SEL_KNN, 159, 2.09694, 102, 98.4881, 0.863141, 99.3513
SIFT, SIFT, MAT_BF, SEL_KNN, 137, 2.08917, 104, 99.1125, 0.639856, 99.7523
SIFT, SIFT, MAT_FLANN, SEL_NN, 132, 4.96951, 138, 95.9549, 2.40087, 98.3558
SIFT, SIFT, MAT_FLANN, SEL_NN, 124, 5.10359, 132, 132.939, 2.18156, 135.12
SIFT, SIFT, MAT_FLANN, SEL_NN, 137, 2.99994, 124, 106.139, 2.3162, 108.455
SIFT, SIFT, MAT_FLANN, SEL_NN, 134, 3.31252, 137, 104.347, 2.42616, 106.774
SIFT, SIFT, MAT_FLANN, SEL_NN, 140, 2.02517, 134, 108.681, 2.42727, 111.109
SIFT, SIFT, MAT_FLANN, SEL_NN, 137, 3.03291, 140, 102.679, 2.38782, 105.067
SIFT, SIFT, MAT_FLANN, SEL_NN, 148, 1.86609, 137, 104.31, 2.5666, 106.876
SIFT, SIFT, MAT_FLANN, SEL_NN, 159, 2.09694, 148, 110.822, 2.70374, 113.525
SIFT, SIFT, MAT_FLANN, SEL_NN, 137, 2.08917, 159, 106.396, 2.80518, 109.201
SIFT, SIFT, MAT_FLANN, SEL_KNN, 132, 4.96951, 82, 107.267, 2.69664, 109.964
SIFT, SIFT, MAT_FLANN, SEL_KNN, 124, 5.10359, 81, 134.622, 2.34858, 136.97
SIFT, SIFT, MAT_FLANN, SEL_KNN, 137, 2.99994, 85, 93.7135, 2.62333, 96.3369
SIFT, SIFT, MAT_FLANN, SEL_KNN, 134, 3.31252, 96, 103.923, 2.83019, 106.753
SIFT, SIFT, MAT_FLANN, SEL_KNN, 140, 2.02517, 90, 100.879, 2.81502, 103.694
SIFT, SIFT, MAT_FLANN, SEL_KNN, 137, 3.03291, 82, 102.295, 2.81062, 105.106
SIFT, SIFT, MAT_FLANN, SEL_KNN, 148, 1.86609, 82, 135.035, 2.83052, 137.866
SIFT, SIFT, MAT_FLANN, SEL_KNN, 159, 2.09694, 103, 132.065, 2.83082, 134.896
SIFT, SIFT, MAT_FLANN, SEL_KNN, 137, 2.08917, 105, 97.6535, 3.10165, 100.755
